timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
2023/12/07 10:13:48.486,1381,YAHOO HOME PAGE,200,OK,Thread Group 1-4,text,true,,139167,115,9,9,https://www.yahoo.com/,821,0,0
2023/12/07 10:13:42.447,7507,YAHOO FINANCE PAGE,200,OK,Thread Group 1-6,text,true,,1404519,135,9,9,https://finance.yahoo.com/trending-tickers,808,0,0
2023/12/07 10:13:46.403,4349,YAHOO FINANCE PAGE,200,OK,Thread Group 1-5,text,true,,1403529,135,9,9,https://finance.yahoo.com/trending-tickers,644,0,0
2023/12/07 10:13:48.095,2675,YAHOO FINANCE PAGE,200,OK,Thread Group 1-10,text,true,,1403664,135,9,9,https://finance.yahoo.com/trending-tickers,616,0,0
2023/12/07 10:13:49.954,1290,YAHOO HOME PAGE,200,OK,Thread Group 1-6,text,true,,141126,115,9,9,https://www.yahoo.com/,791,0,0
2023/12/07 10:13:47.159,4177,YAHOO FINANCE PAGE,200,OK,Thread Group 1-3,text,true,,1403623,135,9,9,https://finance.yahoo.com/trending-tickers,509,0,0
2023/12/07 10:13:48.279,3664,YAHOO FINANCE PAGE,200,OK,Thread Group 1-7,text,true,,1402583,135,9,9,https://finance.yahoo.com/trending-tickers,662,0,0
2023/12/07 10:13:48.718,3268,YAHOO FINANCE PAGE,200,OK,Thread Group 1-9,text,true,,1403683,135,9,9,https://finance.yahoo.com/trending-tickers,659,0,0
2023/12/07 10:13:50.753,1308,YAHOO HOME PAGE,200,OK,Thread Group 1-5,text,true,,139112,115,8,8,https://www.yahoo.com/,821,0,0
2023/12/07 10:13:50.771,1327,YAHOO HOME PAGE,200,OK,Thread Group 1-10,text,true,,139366,115,8,8,https://www.yahoo.com/,839,0,0
2023/12/07 10:13:48.645,3816,YAHOO FINANCE PAGE,200,OK,Thread Group 1-1,text,true,,1403923,135,8,8,https://finance.yahoo.com/trending-tickers,558,0,0
2023/12/07 10:13:51.337,1305,YAHOO HOME PAGE,200,OK,Thread Group 1-3,text,true,,139073,115,7,7,https://www.yahoo.com/,811,0,0
2023/12/07 10:13:45.833,7073,YAHOO FINANCE PAGE,200,OK,Thread Group 1-8,text,true,,1404304,135,7,7,https://finance.yahoo.com/trending-tickers,506,0,0
2023/12/07 10:13:51.943,1327,YAHOO HOME PAGE,200,OK,Thread Group 1-7,text,true,,139057,115,7,7,https://www.yahoo.com/,845,0,0
2023/12/07 10:13:52.099,2172,YAHOO FINANCE PAGE,200,OK,Thread Group 1-10,text,true,,1403544,135,7,7,https://finance.yahoo.com/trending-tickers,519,0,0
2023/12/07 10:13:52.907,1841,YAHOO HOME PAGE,200,OK,Thread Group 1-8,text,true,,139012,115,6,6,https://www.yahoo.com/,1342,0,0
2023/12/07 10:13:52.062,3101,YAHOO FINANCE PAGE,200,OK,Thread Group 1-5,text,true,,1403459,135,6,6,https://finance.yahoo.com/trending-tickers,537,0,0
2023/12/07 10:13:49.868,5602,YAHOO FINANCE PAGE,200,OK,Thread Group 1-4,text,true,,1404204,135,6,6,https://finance.yahoo.com/trending-tickers,678,0,0
2023/12/07 10:13:52.643,3427,YAHOO FINANCE PAGE,200,OK,Thread Group 1-3,text,true,,1404056,135,6,6,https://finance.yahoo.com/trending-tickers,506,0,0
2023/12/07 10:13:53.271,2854,YAHOO FINANCE PAGE,200,OK,Thread Group 1-7,text,true,,1403307,135,5,5,https://finance.yahoo.com/trending-tickers,481,0,0
2023/12/07 10:13:55.164,1368,YAHOO HOME PAGE,200,OK,Thread Group 1-5,text,true,,140836,115,5,5,https://www.yahoo.com/,873,0,0
2023/12/07 10:13:55.471,1496,YAHOO HOME PAGE,200,OK,Thread Group 1-4,text,true,,140837,115,5,5,https://www.yahoo.com/,999,0,0
2023/12/07 10:13:51.245,6114,YAHOO FINANCE PAGE,200,OK,Thread Group 1-6,text,true,,1402939,135,5,5,https://finance.yahoo.com/trending-tickers,593,0,0
2023/12/07 10:13:56.126,1296,YAHOO HOME PAGE,200,OK,Thread Group 1-7,text,true,,139020,115,5,5,https://www.yahoo.com/,799,0,0
2023/12/07 10:13:57.380,1307,YAHOO HOME PAGE,200,OK,Thread Group 1-6,text,true,,139020,115,5,5,https://www.yahoo.com/,822,0,0
2023/12/07 10:13:56.533,3042,YAHOO FINANCE PAGE,200,OK,Thread Group 1-5,text,true,,1403449,135,5,5,https://finance.yahoo.com/trending-tickers,517,0,0
2023/12/07 10:13:57.422,2947,YAHOO FINANCE PAGE,200,OK,Thread Group 1-7,text,true,,1403350,135,5,5,https://finance.yahoo.com/trending-tickers,608,0,0
2023/12/07 10:13:54.749,6100,YAHOO FINANCE PAGE,200,OK,Thread Group 1-8,text,true,,1403346,135,5,5,https://finance.yahoo.com/trending-tickers,530,0,0
2023/12/07 10:13:59.575,1279,YAHOO HOME PAGE,200,OK,Thread Group 1-5,text,true,,140873,115,5,5,https://www.yahoo.com/,781,0,0
2023/12/07 10:14:00.370,1259,YAHOO HOME PAGE,200,OK,Thread Group 1-7,text,true,,139418,115,5,5,https://www.yahoo.com/,763,0,0
2023/12/07 10:13:56.968,5331,YAHOO FINANCE PAGE,200,OK,Thread Group 1-4,text,true,,1403693,135,5,5,https://finance.yahoo.com/trending-tickers,493,0,0
2023/12/07 10:14:00.850,1489,YAHOO HOME PAGE,200,OK,Thread Group 1-8,text,true,,140882,115,4,4,https://www.yahoo.com/,995,0,0
2023/12/07 10:14:00.854,3090,YAHOO FINANCE PAGE,200,OK,Thread Group 1-5,text,true,,1404163,135,4,4,https://finance.yahoo.com/trending-tickers,582,0,0
2023/12/07 10:13:58.687,5338,YAHOO FINANCE PAGE,200,OK,Thread Group 1-6,text,true,,1404620,135,3,3,https://finance.yahoo.com/trending-tickers,746,0,0
2023/12/07 10:14:01.630,2674,YAHOO FINANCE PAGE,200,OK,Thread Group 1-7,text,true,,1403956,135,3,3,https://finance.yahoo.com/trending-tickers,546,0,0
2023/12/07 10:14:02.339,2741,YAHOO FINANCE PAGE,200,OK,Thread Group 1-8,text,true,,1403776,135,2,2,https://finance.yahoo.com/trending-tickers,570,0,0
2023/12/07 10:14:04.026,1306,YAHOO HOME PAGE,200,OK,Thread Group 1-6,text,true,,139020,115,1,1,https://www.yahoo.com/,814,0,0
2023/12/07 10:14:05.333,3305,YAHOO FINANCE PAGE,200,OK,Thread Group 1-6,text,true,,1403092,135,1,1,https://finance.yahoo.com/trending-tickers,610,0,0
